tmass_id,sobject_id,dr3_source_id,flag_sp,teff,e_teff,logg,e_logg,fe_h,e_fe_h,flag_fe_h,snr_c2_iraf
08504389+1144311,140112002802174,604912715912500480,0,5270.1206,72.67830803512219,4.552575,0.17917168657004784,-0.33589458,0.044361644116813294,0,116.204580059
08511091+1148589,140112002802184,604920584292553472,1025,4403.66,91.34701099499368,3.6512804,0.7126344224092962,-0.15260601,0.07663098224020927,16,32.8092458519
08511222+1147147,140112002802204,604911685120320512,1,5656.227,78.33271073325956,4.6171927,0.19619727370821116,0.33943653,0.0583672319840364,0,52.3733987641
08505850+1148439,140112002802209,604914949295285376,0,5234.736,92.65799240912611,4.4711723,0.2011997648446565,-0.14491844,0.07513160015101561,0,35.7422985121
08504802+1149414,140112002802214,604915877008228096,0,5934.6274,72.81500843642769,4.2994714,0.18399320517839857,-1.0240712,0.05605246629174777,0,107.102474133
08504559+1155357,140112002802216,604969267746269696,768,,,,,,,17,36.1778410073
08505666+1149546,140112002802221,604915705209528320,0,5669.645,75.1228217291703,4.372683,0.1852373185905206,0.005408764,0.049439518706022596,0,81.4063719517
08510816+1149446,140112002802224,604920786155388544,0,5399.8164,85.95436496583253,4.5477653,0.19654592441148566,0.004356861,0.06233004138850573,0,40.1184018037
08510246+1155221,140112002802227,604969443840314496,768,,,,,,,17,25.6746211772
08504686+1153526,140112002802230,604969168962428672,0,5391.014,86.602728607034,4.521634,0.1911648139207253,0.17764902,0.06378530855032792,0,45.2952494023
08504639+1152167,140112002802232,604962984209526400,8,5590.8433,75.75595838695982,4.378681,0.18531211844722842,0.23314571,0.051898529599085946,0,69.8717138408
08504685+1152578,140112002802236,604963087288739584,0,5827.992,75.96513173933111,4.501055,0.18409109453844544,0.27321768,0.05391389743232374,0,62.8854975656
08512175+1151420,140112002802237,604921168408082304,9,5841.146,72.3056789846442,4.155842,0.1968161783829218,-0.04595852,0.04697282207829734,0,103.502076564
08510795+1158533,140112002802239,604971367985645184,0,5624.149,76.36737298620542,4.392184,0.185662719266199,0.004415989,0.045891754073132965,0,71.8234062541
08511544+1151579,140112002802241,604921408926071424,8,5496.139,80.84119633783132,4.453338,0.18914307063870656,0.011083603,0.05700395155802391,0,56.6626808906
08510914+1157003,140112002802257,604969615639180416,8,5683.0815,75.89254033360396,4.32285,0.18504146422244394,-0.017352104,0.05098949150201202,0,76.0953759597
08510783+1159354,140112002802286,604971471064858496,768,5114.8,,4.5118155,,,,17,29.9254944691
08511130+1157212,140112002802295,604971093107738624,0,5173.335,104.12032070083292,4.6272,0.198559969666225,0.11080551,0.0920512293868674,0,22.4911315458
08513757+1156445,140112002802297,604923607949286912,8,5770.5396,75.2204554486,4.3328624,0.18375349688727358,0.12769127,0.051149962318035966,0,75.1890190354
08512150+1159048,140112002802303,604971264906413440,8,5992.7617,72.03419105379523,4.3403907,0.1807803333606586,-0.017825603,0.046703733769475335,0,112.758987866
08514278+1159309,140112002802329,604924531366686080,8,5984.4985,72.59002097510019,4.2285366,0.1816212772213816,-0.45011473,0.04217143821821737,0,101.244104955
08513653+1154272,140112002802335,604922920754526336,8,5657.3413,83.98695799456597,4.5619545,0.18962427390262732,0.12480402,0.06420657877367003,0,41.9223244764
08514259+1156050,140112002802340,604923333071376512,136,4971.927,101.44059276755091,4.5743537,0.20498288237181542,0.17326593,0.07220342305890479,16,27.7131424401
08513455+1149068,140112002802342,604917869873191424,8,4772.8984,89.50427127844037,4.3069053,0.19651561527752828,0.6278734,0.07227947245461419,2,35.4346194859
08515893+1159560,140112002802343,604947144370041728,1416,5506.9272,89.57559780709339,4.6512,0.1938437590237205,1.0,0.08590037005709616,18,26.5759944336
08515331+1156171,140112002802349,604920481213271296,8,5394.8096,79.8613409168263,4.2319255,0.18580389067816586,0.13196898,0.05391449978676087,0,67.0532768335
08520350+1147481,140112002802385,604906531159503616,9,5791.7036,76.96151522817826,4.590984,0.19227079684732107,0.024969101,0.05627838176918033,0,70.8018906144
08512897+1147429,140112002802389,604917388836866560,72,4761.585,104.91722714894385,4.3149395,0.20820963776793094,-0.359972,0.08270338996620778,0,30.4194767725
08515859+1152152,140112002802394,604919209902956160,776,5467.558,,4.454743,,,,17,26.7944367563
08515495+1153059,140112003302003,604919965817201152,776,,,,,,,17,28.0933690196
08520510+1146214,140112003302011,604906221921860224,0,5642.044,77.02741080913634,4.378086,0.18874869526885393,0.026610374,0.052354605789129136,0,73.1050797098
08513411+1146557,140112003302013,604916632922617088,8,5823.312,71.78075515334598,4.297649,0.18191415749686674,-0.07144976,0.04303177296193367,0,105.001782624
08514740+1144423,140112003302030,604904469575224576,0,5694.656,78.3766804516441,4.387639,0.18389910222162278,-0.07930708,0.05528000792789658,0,61.111865018
08514898+1143398,140112003302031,604904263416796416,8,5519.349,83.50871143134694,4.6022196,0.18998742409883507,0.21072531,0.06873301770253866,0,38.6900082847
08514847+1142228,140112003302037,604904156041874560,0,5852.6006,73.3819364711498,4.270068,0.1792893269690057,-0.08336878,0.050871327230274765,0,78.2990169433
08512852+1145338,140112003302104,604916495483676416,394,5745.387,83.72095882705023,4.550682,0.19594230044318478,,,17,31.4794484178
08511339+1139375,140112003302107,604909554816558208,387,4881.1655,89.3207764958953,4.5078793,0.3562473984479074,,,17,28.1311240253
08512498+1145428,140112003302108,604916461123940992,1,5994.483,73.02731867714036,4.0611415,0.2330002115488674,0.014142036,0.04854604305843856,0,92.1486933795
08511078+1139508,140112003302113,604909589177870976,0,5670.468,76.7664394744343,4.238422,0.25203660415297846,0.038604736,0.05144013879194022,0,70.1737599835
08504811+1154476,140112003302217,604969203322163840,0,5868.6055,73.44058771560778,4.280036,0.18114795189005314,0.03804636,0.048098884344218724,0,90.0456679884
08511176+1150018,140112003302255,604920824810716672,64,4775.7876,81.47685454424933,4.197899,0.19710074436962244,-0.41673994,0.06748202281622881,0,40.543497472
08505572+1152556,140112003302258,604921988746029312,8,5566.2505,81.28858870258861,4.47019,0.18894538025389335,0.04949045,0.05912983090066228,0,52.4569546311
08505706+1156507,140112003302283,604969718719901696,72,5078.3486,77.67473607604518,4.342616,0.18622834903387261,-0.53044224,0.05186034527937647,0,54.9094524856
08512429+1147283,140112003302314,604917320118983936,8,5714.627,78.87952701172881,4.454448,0.1953237106241067,-0.250772,0.04821628062630472,0,63.4623941596
08513018+1159212,140112003302316,604924673101177344,8,5251.737,80.18234497922833,4.650536,0.18591898066086526,0.229043,0.056139096549696815,0,52.5438628497
08511505+1149211,140113004702313,604920549932808320,8,6006.245,107.61672163371348,4.3321357,0.18856187636810282,-0.04493761,0.1298466100337045,0,18.2165277682
08512560+1153158,140113004702324,604921512005268608,136,5304.999,79.72938820745003,4.5602427,0.19641866011527692,-0.39707327,0.0715801423631504,18,40.7459680253
08512767+1157300,140113004702331,604924054625893120,8,4527.3813,91.56650982666757,4.0760694,0.20255017588295987,-1.1495552,0.08363185528743652,0,30.4906928776
08514089+1157443,140113004702341,604923745388235136,394,4812.9097,94.94403206098347,4.5312586,0.19886736346972325,,,17,28.0709272441
08513294+1154474,140113004702343,604923023833743744,394,5127.672,89.09689448156375,4.541019,0.20253473687830018,,,17,24.1419980747
08520247+1155342,140113004702361,604943674036665472,776,5393.4883,,4.476657,,,,17,57.6531803106
08520041+1156070,140113004702363,604943880195096320,8,5767.3745,74.294369614701,4.313274,0.18329642868557935,-0.01250124,0.048949001012728595,0,81.8770475327
08515330+1154194,140113004702375,604920275054845824,8,5716.2544,79.16969523712132,4.3796315,0.18569942511223952,0.007423401,0.051396700740880395,0,60.7969201504
08520729+1147090,140113004702376,604906325001070976,8,5750.1787,79.71911571264056,4.146857,0.20426149246255856,0.21224546,0.056050395231766706,0,61.1339176347
08514189+1149376,140113004702383,604917938592657024,8,5725.13,78.01130111177326,4.483534,0.1850603379011163,-1.4190254,0.05985837053662079,2,52.3773229123
08515877+1150024,140113004702386,604918522708192256,8,6061.7876,74.49811644112133,4.414642,0.18258782292848638,0.1818614,0.050731682194716306,0,75.6576060518
08515879+1148148,140113004702388,604906599878983680,136,5233.3296,84.35718044916115,4.59689,0.19715693955581695,0.900939,0.06440370461099963,18,37.8339427684
08515057+1151312,140113004702389,604919553500348672,776,,,,,,,17,23.4045265909
08514346+1148521,140113004702390,604917148318674816,776,,,,,,,17,18.3895811436
08514255+1145588,140113005202017,604916667282348032,1162,4618.2896,84.96216902748243,3.091494,0.31365031037544777,-0.56265354,0.06442825060180381,18,36.6533839822
08515515+1139401,140113005202046,604902923387005440,8,5981.8726,72.2141283941802,4.4458795,0.18185299990823645,0.13312626,0.04575438591429959,0,95.5735532991
08511868+1140367,140113005202099,604909653600014976,0,5896.6016,71.16659429553903,4.312206,0.18092007501609714,-0.31362724,0.04772566047860784,0,106.474504777
08510205+1145190,140113005202144,604911135364520448,64,5157.7456,73.9718645204417,4.34664,0.18861319349069464,-0.28445625,0.048548771132370626,0,71.469413953
08511398+1157342,140113005202323,604971093107922432,266,5724.269,79.87601058195503,4.5873227,0.18652330884999452,,,17,48.7692843508
08512988+1150228,140113005202355,604918140455365888,8,5350.491,76.01405501920867,4.0770845,0.18606970683243332,-0.2273817,0.044360718345007946,0,80.3101332826
08514867+1147356,140113005202372,604916873440765696,10,5323.8477,75.43438118844688,4.2536125,0.18979598677907125,0.111570835,0.04784151196196317,0,62.8226181168
08515621+1153357,140113005202382,604920000176937600,8,5463.1484,83.93880643233254,4.4863405,0.19285856742222174,0.5738511,0.061069393115584014,2,42.6917193457
08515898+1151142,140113005202384,604918763226358656,8,5597.886,84.79382815902954,4.5371776,0.19383757201466822,-0.5772042,0.06801851849110599,0,44.5504379108
08514597+1144093,140209002701031,604904469575229696,0,6032.4546,95.68207535531444,4.0971932,0.18318421015144418,-0.11193895,0.09735381448254496,0,31.4234654053
08511810+1142547,140209002701058,604910340794779264,0,6006.337,92.43816403475756,4.0107746,0.18446327135667073,0.016026497,0.08731773857920087,0,33.3295657523
08512080+1145024,140209002701059,604911341522932352,0,5903.25,94.45466257518446,3.937454,0.18817300680874566,-0.08143854,0.08959010292211181,0,32.9729215554
08512057+1146163,140209002701061,604917285757665920,0,6476.557,85.70940153427898,4.1350284,0.18879848656175754,-0.04520607,0.0836364622543369,0,41.5438619081
08511534+1150143,140209002701208,604920717435743872,0,6057.636,87.07804710773178,3.9112537,0.19165903391019465,-0.0027923584,0.0778186088719025,0,38.9553785461
08512595+1149089,140209002701270,604917659419033600,0,6006.961,91.78914501116223,3.9777458,0.18544356944523235,-0.08159971,0.08867138836299868,0,31.3605425265
08511564+1150561,140209002701271,604920962249663360,0,5254.817,95.9156641388711,3.769101,0.19116936480416807,-0.023645401,0.08033891829996731,0,31.3996432564
08512015+1152479,140209002701283,604921374566323200,0,5974.1987,107.73014501204929,4.2411323,0.19037481947982135,-0.0819397,0.11982106271768901,0,17.7801427337
08513119+1153179,140209002701334,604922779020036736,0,6031.8438,105.73314115405968,4.204808,0.18634268824457476,-0.044319153,0.11746879693805658,0,18.8784380733
08514522+1156552,140209002701339,604923470510326784,0,6097.871,108.1146281348848,4.1600313,0.18709092264843383,-0.04059601,0.12663230728448194,0,17.5329657209
08514914+1149435,140209002701368,604918591427679104,0,6007.773,90.29159655446213,3.9166353,0.18711414086604658,-0.0029354095,0.08413425583034162,0,32.4956230521
08512985+1151299,140209002701387,604921202767811712,0,6371.686,110.22792288916492,4.1530094,0.18654288747264036,-0.1693492,0.18104280989153917,0,15.8849090336
08520785+1149500,140209002701390,604907110979352576,0,5953.995,117.6629622424973,4.277378,0.19237557615055803,-0.14325953,0.14253725404977957,0,13.6096623546
08512830+1152175,140209002701394,604921271487287296,8,6027.87,95.12579225066872,3.9289827,0.18949592210362612,-0.11924553,0.09691571559173616,0,26.9527662949
08513904+1147553,140209002701398,604917045239468544,8,5790.9927,106.69816797609697,4.1115913,0.18740888122797805,-0.036979675,0.11456703892808108,0,18.8058434732
08512536+1147342,140209002702001,604917423196609280,0,5949.4644,71.93780654790885,3.8265948,0.18642165479684703,-0.050085068,0.04694578456337977,0,116.535858696
08515558+1148381,140209002702002,604918316549769600,0,5713.421,84.52552783842792,4.0804152,0.18613299495612334,-0.23998451,0.07619048163404289,0,50.5491039265
08514082+1149055,140209002702012,604917148318677120,0,5997.4307,78.66079280429142,4.2196984,0.1818205093947312,-0.10688639,0.0599635618048797,0,62.3914539647
08514641+1146267,140209002702013,604916701642080000,0,6014.514,75.43331896681012,4.0969024,0.1805930239955588,-0.061228275,0.05380902291544087,0,77.7006752539
08511833+1143251,140209002702026,604910443873993600,0,6040.3145,75.52316027718466,4.1021996,0.18057656360413696,-0.07343483,0.05383187141273537,0,77.0072619387
08515309+1140536,140209002702035,604903232624649344,0,5973.151,76.21563002586787,4.0467167,0.17928328765097143,-0.23688412,0.05960002411089862,0,75.5700026716
08513123+1145505,140209002702036,604916422468464768,0,6046.5767,72.02337902839703,3.7886891,0.1904116411022167,-0.18995667,0.049623369195846555,0,117.359017165
08514465+1141510,140209002702039,604904022898639232,0,6003.34,73.99735125534778,4.0316668,0.17945851315508474,-0.13422775,0.05135505202747543,0,89.5855998489
08512935+1145275,140209002702056,604916426764198400,0,5036.4473,75.75322699872572,3.5714774,0.1874821113736832,-0.0681057,0.04775451472320148,0,91.700839905
08514493+1138589,140209002702060,604897288389928832,0,6012.0605,75.49393593912859,4.1772866,0.1789213390541614,-0.050221443,0.053379195083886465,0,77.1755346194
08513615+1138562,140209002702070,604897219670462976,0,5953.014,82.83865409949506,4.2286825,0.18204888671168012,-0.12583542,0.06721885767182505,0,49.896596457
08511628+1144328,140209002702107,604911199788235648,0,6018.319,76.10748551211529,4.1194735,0.18121690028063583,-0.36668348,0.05785307497128797,0,75.6338853939
08510951+1141449,140209002702121,604910001493155584,0,5506.3813,72.03253501609964,3.7300506,0.18993570741154872,0.040547848,0.044856337099956164,0,120.675710905
08510365+1140309,140209002702125,604908386585458944,0,6033.348,74.86647996484545,3.9054384,0.18886516999526257,-0.03731537,0.052524666389619376,0,81.4489369117
08505973+1139524,140209002702131,604908347929907328,0,6021.0225,72.62812769378192,4.0304003,0.1851250806829196,-0.0853529,0.04826310521505385,0,104.418776015
08511918+1147546,140209002702136,604917526275831040,0,5997.557,78.22349044106396,4.1394877,0.1821236371058774,-0.2038598,0.06085072702475616,0,63.5500982186
08511229+1146212,140209002702141,604911582041107456,0,5979.2407,73.10940834582154,3.961886,0.18118255708831846,-0.029625893,0.04907857286623276,0,97.1081162745
08511736+1146031,140209002702142,604911410242411136,0,5964.934,79.88277149798596,4.2559276,0.1819996912068352,-0.039827347,0.06104094073758116,0,57.9715417627
08510131+1141587,140209002702146,604910688687928576,0,6055.0728,75.17965058147452,4.1053233,0.1819397011660166,-0.14127207,0.05552745102158397,0,80.0414753297
08510864+1146117,140209002702153,604911547681373184,8,6044.0024,73.86886174486914,4.077269,0.17999044057446706,-0.082427025,0.05315006737834311,0,90.6348347669
08510325+1145473,140209002702158,604914468259140224,0,5872.2974,71.36250495036141,3.8598795,0.188337087518397,0.005010605,0.04501940622935704,0,129.721907216
08505923+1146129,140209002702162,604914536978619520,0,5820.299,75.17833531227133,4.066372,0.18178967717654124,-0.22184229,0.05683848820749811,0,84.7434854553
08504609+1143082,140209002702163,604912406674856064,0,6002.1787,72.91856234240039,4.040977,0.18178477449208164,-0.07704687,0.04962630111555308,0,100.038033282
08505344+1144346,140209002702167,604913952863074688,0,5794.2725,75.73051025221083,4.0880275,0.17925399972024866,-0.0048923492,0.05255482909126749,0,75.9401747412
08510156+1147501,140209002702177,604914777496782720,0,5965.059,74.39055982734152,4.0914803,0.18221120652109515,0.011199951,0.050706447115533154,0,84.1319886007
08510839+1147121,140209002702183,604914601402325504,0,4948.2725,71.60851779927755,3.285715,0.19071384500308006,-0.002527237,0.042888565193214476,0,155.670697028
08504760+1145228,140209002702186,604914223445164416,8,5997.114,77.83296914939385,4.2777195,0.17992192237412608,-0.110628605,0.05806796400196,0,64.7881171986
08505316+1147341,140209002702187,604914807560715776,0,6001.8794,73.77335794173773,3.9866862,0.18332685042049196,-0.09525776,0.05273048934801447,0,92.6325942914
08504766+1147525,140209002702197,604915189813463808,0,6039.7827,75.46684947289557,4.1366854,0.1814853403545209,-0.08605099,0.053661926537703936,0,75.9703601903
08505891+1148192,140209002702204,604914846216261504,8,5998.18,78.8543660415193,4.2101536,0.1836049591920611,-0.1144228,0.06048048379074606,0,59.2389541336
08511854+1149214,140209002702205,604920648716270848,0,5877.2993,71.86388653525216,3.8474672,0.18741974763692107,-0.021641731,0.045937976569616415,0,115.552540566
08510106+1150108,140209002702209,604915739569261184,0,5512.908,72.37271545670257,3.7034047,0.19628096076561732,-0.023678303,0.04560538205622776,0,110.677439112
08511164+1148505,140209002702215,604920584292552832,8,5987.6987,79.21381621208964,4.2300267,0.1817933994881846,-0.048614502,0.06049371759367864,0,56.6676629344
08510595+1151098,140209002702226,604921649444253952,8,5948.51,77.37274162279101,3.7210677,0.18764003289789732,-0.28820086,0.060087358989402095,0,64.2197345413
08505474+1151093,140209002702232,604916010151555072,8,6040.201,76.76611060497221,4.1271787,0.18229706794217157,-0.11779165,0.056693597074583914,0,67.0104047746
08504634+1154310,140209002702244,604969168962427904,8,5811.885,79.51949818488171,4.0744214,0.17996203981360204,0.011257172,0.06196762731479499,0,55.876319823
08505600+1153520,140209002702254,604969031523465728,8,6029.054,79.43643890616107,4.1655016,0.1798013389435968,-0.06071663,0.06155166328142602,0,55.350152966
08510492+1152261,140209002702255,604921821242942464,0,5992.075,81.03243066900585,4.278344,0.18335869789604123,-0.09947777,0.06404602989534133,0,50.2728742969
08504976+1154244,140209002702256,604969203322162816,8,5965.291,84.38274898588536,4.250052,0.182561780469987,-0.048763275,0.0699373913984895,0,42.7936302666
08512940+1154138,140209002702258,604922985178465152,8,5966.916,73.18592218498772,3.8901105,0.18566286391021847,-0.012058735,0.050904272603547115,0,93.8718112628
08505182+1156559,140209002702259,604969783142095744,0,6021.34,73.21851980112028,3.7631817,0.18939570013176535,-0.097961426,0.049370221859763024,0,92.6003039469
08511576+1152587,140209002702265,604921438990241280,0,6034.4907,73.91335105275138,3.9301286,0.1878769677753557,-0.046420574,0.050440591736451185,0,84.8049013539
08520330+1158046,140209002702267,604944086353518592,0,5898.5366,87.41964671569721,4.2921295,0.18348898902552221,-0.004228592,0.07428910783486631,0,37.8327910034
08512552+1152388,140209002702272,604921271487102464,1,5979.362,75.77691190778886,4.0328274,0.1821990861543793,0.0015025139,0.05369799850296434,0,70.6666842169
08512814+1149274,140209002702277,604918041671889792,0,6680.019,85.48933205452133,3.8550186,0.18860142497502527,-2.2822223,0.1433013547783808,0,93.7434203622
08505923+1156368,140209002702278,604969748782357888,9,5994.9424,77.02206732912738,4.078416,0.18417389085747482,-0.13256788,0.057668732531293336,0,65.7277272669
08511657+1154151,140209002702280,604922302279259008,0,5995.334,79.48778136129161,4.1722097,0.18099251734069158,0.18453264,0.06007198039324644,0,53.4133477926
08505762+1155147,140209002702285,604969134602863744,0,5996.841,77.06138021356891,4.077661,0.17984229057278822,-0.10883999,0.056746397204970454,0,64.887924723
08510723+1153019,140209002702287,604921855602675968,0,5378.738,74.87153524405603,3.530854,0.18847512063326252,-0.65471745,0.05905771549701453,0,99.5776783678
08505439+1156290,140209002702290,604969787437705216,0,6064.9365,73.03109649022545,3.878439,0.18747352496760328,-0.05645132,0.04937325456002172,0,94.1547516922
08511523+1158377,140209002702294,604971196186944768,8,6100.1157,84.29030673012258,4.300109,0.18167793420904504,-0.39076185,0.07759974225730337,0,42.9274880342
08510857+1150530,140209002702299,604920889234433792,0,5979.3135,82.21921038087339,4.215565,0.182294307563415,-0.07145119,0.06680508805059907,0,47.1871881557
08511897+1158110,140209002702303,604924290848519168,8,4924.5156,72.55890431843359,3.261504,0.1846135893792076,-0.059619427,0.04410095537338648,0,125.795086532
08512788+1155409,140209002702304,604923848467467648,8,5919.386,77.76702893581526,4.004394,0.17965254976876507,-0.030389786,0.05831235190170581,0,61.8836627846
08513540+1157564,140209002702306,604924393927734528,0,5506.792,74.49488883246389,3.7708616,0.18769250778823465,0.011431694,0.04877892221547636,0,84.3338002392
08513009+1158245,140209002702310,604924634452045824,9,6266.7095,87.09422914058575,3.817463,0.22753835048757068,-0.019443035,0.08780650130832339,0,36.0270156191
08513324+1159411,140209002702314,604924776180388736,8,5863.77,85.31661631790377,4.1330414,0.18218816800535248,-0.09144688,0.07489760105728567,0,41.5071404422
08513795+1158491,140209002702320,604924497006948736,0,4888.014,75.43344545176124,4.5764384,0.17930485990121417,0.21841574,0.0484480472050727,0,81.9553652608
08513638+1156507,140209002702329,604923607949288064,8,5940.7905,86.31137902901285,4.231728,0.18462570024149394,-0.3647976,0.08366216509077624,0,40.4396578088
08515145+1157497,140209002702330,604946972571361152,9,6033.9937,73.55739300559893,4.0743403,0.1849976559294052,-0.103607655,0.05098456470692826,0,88.8438955981
08513577+1153347,140209002702332,604922748956025216,8,4986.924,72.5640654214405,3.306173,0.18532518780094837,-0.021647453,0.044040685026468074,0,126.6787285
08513206+1155085,140209002702346,604923126912959104,0,5953.5303,94.73684247549481,4.1316557,0.18421455628801522,-0.5141597,0.10515284156574846,0,29.7883636541
08514007+1152433,140209002702354,604919789722800256,8,5998.097,83.33661501521327,4.22864,0.1814388280011805,-0.059635162,0.07360115846724195,0,44.3574910097
08513923+1150038,140209002702355,604917934296937344,8,6035.54,71.56005231294753,3.8281138,0.18325413194731466,-0.07019806,0.04722586967263165,0,119.321816195
08513057+1149131,140209002702359,604917831217725312,0,5981.8604,73.8940403234707,3.868134,0.1857799800756486,-0.03517294,0.05116521375993066,0,85.0752997605
08514122+1154290,140209002702363,604922886394972160,8,6042.912,73.47658177938743,3.9531384,0.1862376716775331,-0.082886696,0.05061818428516001,0,89.9011556165
08520851+1155404,140209002702364,604943639676920448,8,5550.0894,76.84352015289569,3.8434694,0.18549073384400996,-0.13420296,0.05420134764866426,0,71.0554290831
08513257+1150406,140209002702372,604918179110923520,776,,,,,,,17,115.48621103
08514832+1151118,140209002702373,604919450421136000,9,5784.772,73.02863654063074,3.8308253,0.18627591885476416,-0.123161316,0.048741827385663176,0,95.6486608863
08520741+1150221,140209002702374,604907115275046656,8,5984.6226,77.43014908281438,4.0330877,0.18021217148096694,-0.1463294,0.059197611312047024,0,62.2645424984
08514245+1149519,140209002702378,604917934296938240,8,6079.4424,73.54028902807606,3.7639334,0.18720075027242367,-0.17602015,0.05703139979902633,0,90.4275374097
08520215+1149083,140209002702392,604906702958193152,8,6009.3276,78.51668672124518,4.091187,0.18185020726984613,-0.11136198,0.06082567898134581,0,59.6387458011
08520276+1146039,140209002702399,604906290641339776,8,5997.8154,78.36285058846714,4.016338,0.1832348823321164,-0.15395737,0.061894885507259245,0,58.9556770727
08514507+1147459,140209003202003,604916873440769152,0,4824.965,72.01596641009117,2.9209833,0.18485727505580346,-0.025646687,0.04305786400861011,0,148.801977186
08512280+1148016,140209003202007,604917629355042176,8,4707.268,70.14812052489367,2.3825583,0.1879392151969738,-0.19829702,0.04159734437581346,0,268.248084713
08515020+1146069,140209003202014,604904950611554432,0,5017.7905,70.1597125544949,2.8817892,0.18930392127354548,-0.011112213,0.04167869750409688,0,236.34516011
08512990+1147168,140209003202019,604917354477128448,0,4299.907,69.40326820976598,1.7323178,0.19520168665146698,-0.28356266,0.04090416654798701,0,422.37157456
08514355+1144264,140209003202033,604904503934969856,0,4682.5913,71.27535017485901,2.5583515,0.18630060321631112,0.034658432,0.04361843148369926,0,126.137131107
08512643+1143506,140209003202070,604910310730777472,0,7745.9023,69.85850329220983,3.9995434,0.19735069578542705,-0.3103752,0.04574417098647877,0,182.931555052
08512156+1146061,140209003202081,604917217038188288,0,4743.7627,70.86116789427949,2.822121,0.1902842149065163,-0.017216206,0.042153982084810526,0,193.288560371
08511747+1145226,140209003202105,604911375882674560,0,4253.624,69.31895332835707,1.7032654,0.19233621214062105,-0.24581718,0.04082187779658318,0,457.986855304
08511436+1145005,140209003202117,604911268507711232,0,6487.3877,69.85545049480162,3.56511,0.193822533771565,-0.14954376,0.048466533741380394,0,224.633919551
08511178+1145220,140209003202133,604911478961895424,768,,,,,,,17,359.522053519
08501230+1151246,140209003202213,604962193935568896,256,4015.1938,69.20310537857003,1.0680019,0.20095854416173217,-0.52910995,0.04061092048375596,16,664.118046606
08505569+1152146,140209003202242,604921958681906176,9,5966.953,71.43508836872718,3.5875359,0.24077896560302234,0.039518356,0.04593838225062754,0,121.853967505
08511269+1152423,140209003202281,604922164840316672,8,4709.894,70.02235847143238,2.406228,0.18736009598274195,-0.038241386,0.041342725287385244,0,265.733182055
08511704+1150464,140209003202294,604920756091231744,0,4728.103,70.82634726367527,2.6966937,0.18895684952632552,-0.053872585,0.04208152207321038,0,186.053742607
08512175+1152378,140209003202312,604921374566321920,8,5808.5273,70.49350127275301,3.4614441,0.18944153498805497,-0.099674225,0.04435932995884629,0,158.898992007
08512618+1153520,140209003202321,604921512005266048,0,4700.022,69.97639920964785,2.3969536,0.18638181623242062,-0.07927704,0.04131634772059405,0,282.34923823
08513715+1159024,140209003202324,604924570021956608,0,5276.5693,70.34123752024418,4.500701,0.176467980790367,0.032503605,0.0418884079086217,0,201.435511958
08512701+1151525,140209003202335,604921202767814528,1800,7386.961,,3.9139812,,,,17,182.2198293
08514388+1156425,140209003202340,604923367432823808,8,4711.855,70.46190427144059,2.3995626,0.2044130072469776,-0.08386421,0.04184104937568633,0,210.244465805
08512377+1149493,140209003202342,604917728138508160,0,5097.515,71.46074231132673,3.1189647,0.25786346136840355,-0.05594635,0.04348036421516577,0,147.541317586
08512898+1150330,140209003202346,604918144751101440,0,4667.765,70.07247485720835,2.379207,0.19082165617950944,-0.07550573,0.041488066744695594,0,247.642523019
08513431+1151104,140209003202353,604918213472162432,8,7385.396,72.40258849315461,3.480049,0.26952131615937824,-0.81998634,0.06664205892736079,0,179.317009335
08514235+1151230,140209003202366,604919480485158784,8,4746.303,71.54284616148058,2.8191392,0.18557400970509055,-0.08631897,0.04295075806907308,0,150.572984386
08515600+1151264,140209003202377,604918831945837312,8,7443.681,70.03953616648036,4.011475,0.18089625053451694,-0.17367792,0.05107317009193314,0,193.042701371
08514234+1150076,140209003202383,604917934296936704,8,4783.318,72.23472693626265,2.9375856,0.1905293307830956,-0.06920624,0.043685832777923095,0,130.056820153
08514864+1149156,140209003202388,604918591427681024,9,7609.2603,70.03165735760216,3.737361,0.2054890246965744,-0.41447926,0.05509973906199109,0,180.836799335
08543672+1101458,160106004101001,604615607255777280,1,6389.0522,104.80277412672991,4.162724,0.8170649232597342,0.47016954,0.13637391183116954,0,15.4128564599
08535998+1102001,160106004101002,604626568010794496,0,5417.54,139.39613934870286,3.7304652,0.22091669348909965,-0.29138422,0.152108141031698,0,13.6820352102
08525943+1106554,160106004101003,604631683316721024,0,4645.999,82.2794337254804,2.3699386,0.1964947176384155,-0.060584545,0.055675393048929135,0,59.8457450034
08531108+1100596,160106004101004,598625296107256320,0,4336.8115,82.76130018426706,2.3504765,0.2014974472077868,0.10953188,0.06547713163879999,0,44.2450913638
08551421+1057557,160106004101005,603866491942603776,0,4329.4033,107.10361585420239,2.8464184,0.23233730725508678,0.48756742,0.14418413702010793,0,13.8352275058
08543545+1057454,160106004101006,604611754668471040,0,6394.0107,110.08028118570515,4.190486,0.18854490569010504,0.073031425,0.13885763937097653,0,19.3908449738
08540280+1057052,160106004101009,604613167712833536,0,6568.733,74.10977080196137,4.0781207,0.1768462053109442,-0.29388046,0.07631360097409613,0,80.161082187
08542823+1054488,160106004101011,604610040976637440,0,6220.676,77.17360860110381,3.9990427,0.17854951593157595,-0.33178234,0.06292331199257716,0,65.2807182849
